year,Subject code,forfatternavn
1869,"43,-99",Gude.
1882,"2,-130","Green, Sam. G."
1871,"6:1,-185","Hansen, Niels."
1878,"57,-337","Fog, Carl."
1856,"57,-29","Conscience, Hendrik."
1843,"57,-57","Neiberg, Ludvig."
1894,"15,-275","Madsen, Peter."
1899,"57,-144",Gunni
sa,"44,-234","Jespersen, Em. Jens Jesper."
1824,"12,-231","Lund, H. Chr."
1888,"14,-220","Jespersen, M."
1882,"34:4,-177","Jensen, J."
1899,"24,-27","Jensen, J."
1890,"34:4,-190","Jensen, J."
1866,"22,-186","Jespersen, Magnus."
1888,"52,-90","Jacobsen, J. P."
1883,"20,-69","Jespersen, C."
1859,"30:2,-144","Mirecourt, Eugène de."
1791,"5,-368","Prahl, Niels."
1858,"34:2,-297","Brammer, Gerhard Peter."
1897,"45,-74","Bondo, Juul."
1822,"56,-374","Da Ponte, Lorenzo."
1864,"32,-70","Alberti, Chr. Carl."
1872,"5,-11","Berggrav, M."
1876,"3,-363","Ahmanson, John."
1807-11,"8,-199","Ancher, Peder Kofod."
1869,"4,-230","Agerbek, H."
1886,"57,-373a","Agrell, Alfhild."
1856,"12,-21","Kant, Immanuel."
1882,"11,-206","Bizzozero, Guilio."
1874,"11,-120","Smid, Henr."
1898,Særtrykssamlingen,"Holst, Erik."
1894,"15,-275","Hansen, C. Asschenfeldt."
1872,"12,-21","Giersing, O. M."
1882,"11,-176","Hornemann, W."
1877,"15,-264","Henningsen, Emanuel."
1875,"11,-119","Bang, Oluf."
1882,"15,-267","Havbjerg, Kristjan."
1853,"15,-247","Wøldike, Fr."
1898,"15,-278","Jensen, F."
1899,"15,-279",Skrea.
1846,"58,-345","Soulié, Frederik."
1867,"58,-183","Wood, Henry"
1846-1847,"58,-352","Sue, Eugène."
1855,"58,-331","Reybaud, Louis."
1855,"58,-313","Mirecourt, Eugène de."
1885,"58,-326","Pressensé, Edmund de"
1884,"58,-232","Boisaybey, F. du."
1847,"58,-345","Soulié, Frederik."
1856,"58,-353","Sue, Eugène."
1843,"58,-351","Sue, Eugène."
1899,"58,-355","Theuriet, André."
1874-1875,"58,-325","Ponson du Terrail, Pierre Alexis de."
1894,"14,-344",Rusticus.
1876,"14,-343","Smiles, Samuel."
1889,"14,-443","Ebbesen, Clara."
1804,"30:2,-78","Werfel, Jo."
1802-1803,"21,-67","Kielsen, Frederik Christian."
1830,"18,-100","Jürgensen, Chr."
1812,"20,-330","Hermbstädt, Sigismund Frederik."
1805,"29,-75","Hedegaard, Joh. Chr."
1802,"21,-228","Lund, H. Chr."
1825,"27,-297","Graah, Wilh. Aug."
1803,"28,-42","Funke, Carl Phil."
sa,"27,-328","Sneedorf, Hans Chr."
1828,"23,-328","Gottschalck, Jens."
1897,"46,-116","Scharling, Peter."
1884,"5,-155","Pedrin, A. D."
1802,"4,-242","Bruun, Samuel Olsen."
1811,"53,-284","Grundtvig, N. F. S."
1899,"15,-174","Bondesen, Ingvor."
1842,"53,-114","Tryde, Holger Kongslew."
1836,"53,-113","Barfod, Frederik."
1877,"57,-124","Ewald, H. F."
1887-1905,"42,-15","Bricka, C. F."
1820,"54,-7","Rein, Jonas."
1867,"58,-286","Hugo, Victor."
1856,"34:3,-137","Hammerich, M."
1892,"11,-165","Harten, Heinrich von."
1865,"12,-21","Kant, Immanuel."
1832,"15,-238","Thaarup, Frederik."
1876,"11,-186","Lee, Florence S."
1842,"15,-240","Holting, Gustav."
1845,"15,-242","Holting, Gustav."
1839,"15,-239","Holting, Gustav."
1880,"15,-266","Jensen, Morten."
1884,"15,-269","Andresen, V."
sa,"15,-251","Adam, V."
1897,"15,-258","Hoffmann, Heinrich."
1857,"15,-250","Buntzen, Sophie."
1872,"15,-260","Holm, J. U. A."
1838,"15,-239","Oswald, Henrik."
1894,"15,-275","Hansen, C. Asschenfeldt."
1875,"15,-263","Feveile, R. S."
1887,"15,-270","Lind, Sigurd."
1885,"40:2,-513","Hinrichsen, M. C."
1888,"40:2,-513","Hansen-Nørremølle, H. P."
1875,"40,2-512","Pingel, J. Cl."
1895,"32,-114","Wroblewski, Otto B."
1851,"53,-415",Caralis.
1881,"57,-100","Etlar, Carit."
1898,"47,-179","Dorph, Christian."
1879,"47,-446","Sick, Chr."
1891,"5,-95","Hoff, V. I."
1871,"47,-495","Whitte, H. K."
1895,"47,-436","Eibe, N. Jul."
1867,"7,-6","Palladius, Peder."
1844,"35,-13","Schaldemose, Frederik."
1898,"29,-70","Lehmann, Edv."
1851,"29,-96","Becker, K. F."
1893,"14,-31","Hansen, Oscar."
1652,"43,-63","Ringkjøbing, Anders Andersen."
1772,"42,-271","Mossin, Hans."
1640,"43,-58","Colding, Poul Jensen"
1772,"43,-54","Baden, Jacob."
1796,"34:3,-466","Heiberg, P. A."
1797,"42,-238","Brabrand, Michael Nielsen."
1691,"42,-200","Kingo, Thomas."
1612,"42,-245","Aastrup, Poul Mortensen."
1648,"42,-294","Winstrup, Peder."
1795,"42,-272","Klingberg, Christian."
1657,"43,-65","Weiser, Boneventura Jacobsen."
1688,"42,-200","Rostoch, Mads Pedersen."
1820,"24,-58","Sinclair, John."
1808,"29,-153","Sverdrup, Geo."
180-?,"29,-91","Schow, Niels Iversen."
1800,"31,-36","Møinichen, Jacob Bærent."
1827,"27,-350","Holm, M."
1820,"24,-123","Wiborg, Carl."
1821,"32,-330","Schmahr, J. H."
1826-1828,"30:1,-151","Mule, Ulr. Chr."
1803-07,"23,-100","Lund, Hans Chr."
1825,"24,-154","Ægidius, Pet. Chr."
1808,"30:1,-9","Molbech, Chr."
1850,"4,-117","Hvalsøe, Hans Jacobsen."
1862,"16,-183","Barner, Regitze."
1831,"5,-187","Stochholm, Jens."
1833,"5,-157","Pontoppidan, Erik."
1832,"8,-26","Bornemann, Matthias Hastrup."
1834,"6:1,-144","Holm, J. A. L."
1833,"3,-447","Goszner, Johs."
1839,"3,-438","Balle, Nicolai Edinger."
1836,"18,-130","Raben, N. C."
1890,"18,-160","Christensen, Knud."
1865,"18,-180","Hansen, Chr."
1880,"18,-182","Jacobsen, A."
1879,"18,-159","Matthiessen, F."
1862,"18,-178","Meier, I. N."
1899,"18,-163","Skjoldager, H. V."
1869,"18,-151","Hansen, Chr."
1862-1863,"18,-154","Roedsted Schmidt, M."
1814,"18,-61","Hansen, Hans Jac."
1796,"14,-224","Bahrdt, Karl Friderik."
1896,"17,-378","Knudsen, K. A."
1872,"3,-450","Brandt, C. J."
1718,"5,-104","Jersin, Jens Dinesen."
1611,"4,-181","Thomissøn, Hans."
1685,"4,-185","Cassuben, Christian."
1881,"57,-181",John.
1881,"25,-53","Jessen, P."
1884-1892,"5,-102","Jensen, Christian."
1865,"3,-55","Ignell, N."
1864,"31,-161","Jessen, E."
1868,"2,-242","Worm, Pauline."
1843,"44,-118","Ørsted, Hans Chr."
1856,"21,-98","Strøm, Chr. Ludv."
1863,"55,-93","Heiberg, Johanne Luise."
1870,"22,-102","Ørsted, A. S."
1893,"47,-180","Wulff, D. H."
1812,"11,-178","Tønder, Nic."
1862,"34:2,-359","Stochholm, P. V."
1897,"3,-220","Vig, P. S."
1856,"32,-140","Visby, Carl Holger."
1878,"55,-93","Heiberg, Johanne Luise."
1891,"58,-434","Østrup, J."
1884,"1,-5","Sthyr, H. V."
1869,"31,-128","Worsaae, J. J. A."
1895-1897,"3,-356","Thomas, Richard H."
1855,"21,-97","Strøm, Chr. Ludv."
1892,"4,-91","Stockmayer, Otto."
1898,"11,-180","Wanscher, Ole."
1887,"46,-7","Wolff, A. A."
1846,"34:3,-136","Whitte, H. K."
1860,"21,-204","Reinhardt, J."
1857,"22,-82","Reinhardt, J."
1852,"21,-215","Reinhardt, Johs. Theod."
1853,"21,-145","Reinhardt, Johs. Theod."
1878,"22,-35","Mayer, Ad."
1879,"25,-27","Jensen, H."
1865,"24,-129","Jensen Hansen, Chr."
1839,"25,-9","Giersing, Niels."
1771,"34:1,-313",Philoplebis.
1877,"57,-87","Barner, Conradine."
1893,"16,-253","Hein, A."
1883,"57,-87","Barner-Aagaard, C."
1879,"16,-177","Faber, W. S. W."
1871,"34:1,-282","Hein, A."
1881,"57,-81",Aniken.
1872,"34:1,-282","Hein, A."
1898,"57,-82","Asbæk, J."
1894,"59,-101","Hafstrøm, S. M."
1782,"3,-262","Prahl, Niels."
1625,"4,-126","Nested, Nelaus Povelssøn."
1771,"14,-416",Krüger.
1787,"3,-378","Knudsen, Knud."
1650-62,"3,-413","Bang, Christen Steffensen."
1781,"3,-437","Jochims, Jacob."
1700,"1,-198","Rasch, Jacob."
1790,"1,-67","Gamborg, Andreas."
1881,"38,-98","Bagger, J. H."
1880,"38,-98","Daue, H. J. von."
1892,"38,-115","Friis, M. P."
1892,"38,-115","Christiansen, Einar."
1898,"38,-121","Monrad, J. H."
1885,"38,-104","Lachmann, J. J."
1899,"38,-122","Køedt, A. Peschcke."
1886,"38,-105","Strandvold, Henrik."
1885,"38,-104","Holm, Harald."
1882,"38,-99","Brandt, J. S."
1884,"38,-102","Lachmann, J. J."
1898,"38,-121","Holm, Harald."
1886,"38,-106","Nyholm, C. V."
1884,"38,-101","Bajer, Fredr."
1895,"38,-117","Hammerich, H."
1795,"6:2,-123","Rodtwitt, Lauritz Augustinus."
1783,"6:2,-171","Smith, Laur."
1778,"5,-332","Tauler, Johannes."
1605,"6:2,-12","Loner, Josua."
1678,"6:1,-166","Grendsteen, Lave Pedersen."
1772,"6:1,-54","Bech, Jens."
1797,"6:2,-42","Meden, Andr. Pet."
1699,"5,-327","Naur, Elias."
1780,"6:1,-38","Astrup, Fr."
1763-68,"6:1,-10","Jonge, Nik."
1767,"6:1,-236","Juul, Jens Petersen."
1783,"6:1,-44","Balle, Nic. Edinger."
1772,"6:2,-72","Nannestad, Nic."
1761,"5,-376","Fosie, Michael."
1861-63,"2,-239","Leonhardi, Gustav."
1868,"1,-461","Schmettau, Louise."
1857,"15,-98","Lütken, Carl Theod."
1862,"2,-239","Leonhardi, Gustav."
1862,"1,-513","Lindberg, Jac. Chr."
1837,"46,-157","Sørensen, Rasmus."
1739,"36,-130","Juul, Mich."
1730,"36,-82","Buch, Hans."
1750,"36,-191","Glatwed, Niels."
1782,"36,-90","Tybring, Hans Henr."
1856,"34:2,-127",Cirsovius.
1859,"30:2,-90","Headley, I. F."
1861,"27,-51","Glahn, P. E."
1835,"34:2,-177","Deichmann, Christian."
1888,"34:2,-96b","Fraenkel, A."
1886,"5,-153","Paulli, Jakob."
1886,"34:3,-185","Michelsen, A. P. V."
1843,"28,-9","Oldenburg, G. F."
1857,"4,-129","Paulli, J. H."
1888,"3,-349","Payne, Thomas."
1859,"5,-16","Vahl, Jens."
1886,Særtrykssamlingen,"Mygge, Johannes."
1886,"34:3,-365","Steenstrup, M."
1836-43,"34:3,-26","Visby, Carl Holger."
1879,"34:3,-61","Westrup, August."
1847,"34:3,-401","Werlauff, Erich Christian."
1884,"18,-151","Hansen, Chr."
1886,"17,-152","Hansen, Chr."
1892,"12,-365","Haderup, V."
1836,"15,-185","Hansen, C. P."
1864,"38,-48","Müller, N. J."
1886,"43,-101","Fibiger, Carl Christian Edvard."
1890,"18,-152","Hansen, Chr."
1870,"34:4,-77","Hansen, J. A."
1853,"15,-169","Vinther, C. H."
1854,"15,-248","Rosenhoff, Claudius."
1855,"15,-248","Michaelsen, Joseph."
1894,"15,-275","Eriksen, Vilhelm."
1878,"15,-265","Swift, Jonathan."
1883,"15,-268",Teisner .
1820,"15,-230","Dassel, Chr. Conr."
1890,"49,-80","Rafn, C. H."
1882,"30:1,-24","Schmidt, Rudolf."
1846,"49,-121","Thortsen, C. A."
1874,"49,-47","Berg, C."
1750,"4,-270","Jensdatter, Kirsten."
1709,"5,-82","Hal, Joseph."
1855,"3,-362","Engelstoft, C. T."
1896,"44,-52","Fenger, H. M."
1865,"1,-477",Eusebius.
1855,"27,-157","Ewald, Carl."
1881,"5,-71","Feld, J."
1844,"33,-47","Fischer, P. E."
1872,"34:3,-140","Forchhammer, Johs."
1897,"18,-179","Femmer, N."
1862,"20,-206","Forchhammer, Joh. Georg."
1854,"11,-196","Engelsted, Soph."
1797,"41:1,-221","Teilman, Chr."
167-?,"4,-275","Kingo, Thomas."
1792,"42,-177","Müller, Mich. Chr."
1689,"42,-117","Bøg, Just Kjeldsen."
1633,"41:2,-19",Snorri Sturluson.
1785,"41:1,-236","Wulfsberg, Andr."
1708,"42,-95","Rodriguez, Frid. Chr."
1649,"42,-175","Widsted, Laurids Mortensen"
1750,"42,-179","Berling, Johan Christian."
1718,"41:2,-63","Phoenixberg, Povel."
1785,"41:1,-213","Wolf, Ernst."
1899,"57,-453","May, Karl."
1807,"28,-129","Gierlew, Andreas Christian."
1822,"19,-44","Løvenørn, Poul."
1898,"57,-193","Krag, Thomas Peter."
1922,"57,-193","Krag, Thomas Peter."
1877,"17,-169","Petersen, Paul."
1879-1882,"30:1,-152","Komnena, Anna."
1898,"47,-184","Højberg, N. L."
1876,"2,-242","Stein, Harald."
1896,"17,-385","Hvid, Sylvester."
1892,"58,-233","Bourget, Paul."
1894,"44,-253","Wroblewski, Otto B."
1863,"10,-139","Lange, Carl Georg."
1834,"28,-46","Lohse, Joh."
1739,"5,-174","Schinmeyer, Jo. Christoph."
1889,"34:4,-207","Andersen, J. B. H."
1896,"57,-81","Andersen, Theodor."
1895,"6:1,-34","Andersen, Fr. Vilh."
1821,"43,-85","Andersen, Even."
1898-99,"34:1,-388","Andersen, Sophus M."
1870,"4,-160","Andréa, August Frederik."
1815-16,"47,-276","Reisler, Karl Gottlob."
1865,"56,-227","Feuillet, Octave."
1891,"57,-215","Mechlenburg, A."
1888,"56,-266","Meilhac, Henri."
1886,"56,-22","Fitger, A."
1875-1877,"56,-33","Heyse, Paul."
1886,"56,-33","Heyse, Paul."
1899,"57,-220","Mortensen, Jacob."
1891,"55,-138","Jacobsen, J. J."
1760,"46,-221","Kaalund, Hans Wilh."
1800,"4,-63","Luther, Martin."
sa,"4,-263","Hansen, Rasm."
1812,"15,-23","Sandberg, P."
1791,"3,-289","Walden, Fr. Herm. v."
1699,"4,-192","Paulli, Daniel."
1821,"6:1,-113","Clausen, Henr. Geo."
1806,"2,-3","Thonboe, Peder."
1774,"2,-114","Hesz, Joh. Jac."
1860,"45,-259","Rothe, Wilh."
1883,"16,-147","Jørgensen, Lavrids."
1669,"19,-179","Walgensten, Thomas Rasmussen."
1847,"8,-265","Høst, Joh. Nik."
1896,"9,-22","Johansen, Oscar."
1862,"9,-62","Jomtou, Johan Jørgensen."
1847,"22,-205","Schythe, J. C."
1852,"9,-57","Hoff, H."
1888,"9,-31","Deuntzer, J. H."
1853,"9,-52","Ibsen, A. W."
1892,"8,-355","Deuntzer, J. H."
1884,"8,-272","Westrup, Aug."
1844,"8,-319","Høst, Joh. Nik."
1842,"20,-272","Klee, Frederik."
1848,"16,-219","Bastiat, Frederik."
1808,"15,-44","Strøm, Christian Ludvig."
1830,"15,-30","Peetz, Johan Peter Christian."
1830,"12,-190","Svitzer, Er."
Efter 1823,"15,-237","Sommer, M."
1816,"52,-202","Cortsen, Frederik."
1827,"12,-48","Trier, Seligmann Meyer."
1830,"19,-33","Ursin, Georg Frederik."
1827,"18,-41","Svenningsen, Cleophas."
1811,"12,-113","Wendt, Joh. Chr. Wilh."
1824,"18,-130","Ursin, Geo. Fr."
1824,"14,-457","Udtberg, J. C."
1819,"18,-128","Severin, Christian Fredrik."
1827,"11,-139","Otto, Carl."
1802,"17,-373","Nachtegall, Vivat Victorius Fridericus Franciscus."
1810,"17,-37","Rosted, Jakob."
1800,"11,-54","Lund, Hans Chr."
1853,"58,-348","Souvestre, Émile."
1881,"58,-183","Wood, Henry"
1851,"58,-353","Sue, Eugène."
1855-1856,"58,-306","Maquet, Auguste."
1855,"58,-318","Musset, Alfred de."
1853,"58,-336","Saint-Georges, Georges Henri de."
1840,"58,-341","Sandeau, Jules."
1846,"58,-345","Soulié, Fr."
1885,"58,-242","Dalsème, Achille-J."
1847,"58,-352","Sue, Eugène."
1858,"58,-343","Scribe, Eugène."
1883,"58,-355","Theuriet, André."
1864,"58,-333","Robert, C."
1867,"58,-341","Sand, Maurice."
1896,"58,-181","Weyman, Stanley J."
1891,"58,-180","Waltom, O. F."
1885,"58,-355","Theuriet, André."
1854-1855,"58,-351","Sue, Eugène."
1873,"58,-344","Selden, Camille."
1850-1851,"58,-345","Soulié, Frédéric."
1884,"58,-329","Rabelais, François."
1847,"58,-337","Saintine, X. B."
1878,"58,-322","Olivier, Urbain."
1857,"58,-343","Scribe, Eugène."
1875,"58,-184","Yates, Edmund."
1841,"14,-323","Martensen, Hans Lassen."
1854,"14,-112","Sibbern, Frederik Christian."
1894-1897,"14,-325","Starcke, C. N."
1808,"18,-336","Linderup, Hans Chr."
1817,"30:2,-22","Perceval,"
1815,"28,-43","Kofod, H. A."
1820,"23,-34","Martensen, Hans Andersen."
1816,"18,-190","Hedegaard, Joh. Chr."
1823,"18,-226","Hedegaard, Jo. Chr."
1827,"23,-219","Lund, H. Chr."
1830,"30:1,-278","Arnoldsen, C."
1820,"23,-203","Larsen, Søren."
1822,"27,-76","Kyhl, Chr. Wilken."
1816,"30:2,-92","Castberg, P. A."
1803,"30:2,-85","Hagerup, Matthias."
1816,"24,-46","Dreyer, Chr."
1880,"55,-139","Ibsen, Henrik."
1859,"56,-192",Cormon.
1861,"56,-171","Barbier, Jules."
1884,"1,-461","Hansen, Bengta."
1893,"34:4,-207a","Faber, Harald."
1879,"4,-263","Hansen, John."
1898,"34:3,-389","Clod-Hansen, Abr."
1895,"5,-240","Jensen, J."
1896,"2,-92","Fabricius, A."
1886,"29,-22","Fabricius, Adam."
1849,"37,-381","Wegener, Caspar Frederik."
1899,"53,-307","Hertz, Henrik."
1755,"2,-22","Beck, Peder Nielsen."
1869,"47,-179","Dorph, Chr."
1860,"47,-385","Fistaine, G."
1892,"24,-86","Jünger, O."
1894,"44,-122","la Cour, P. D."
1893,"5,-113","Koch, E."
1880-1881,"46,-199","Kinch, J."
1892,"33,-171",Kofoed.
1889,"5,-114","Kristensen, Jørg."
1865,"3,-17","Larsen, A. C."
1862,"22,-60","Koch, H. P. G."
1847,"32,-140","Hammerich, Fr."
1894,"23,-112","Hannover, H. J."
1893,"33,-426","Malling, Vilh."
1879,"44,-171","Zahrtmann, J. N."
1722,"44,-6","Getreuer, Chr. Pet."
1811,"53,-272","Frimann, Claus."
sa,"45,-122","Riese, Otto."
1767,"37,-145","Reersløw, L aur.  C hr. ."
1890,"25,-56","Mørkeberg, P. A."
1899,"58,-127","Marryat, Fr."
1893,"57,-201","Larsen, Karl."
1898,"57,-201","Larsen, Karl."
1898,"57,-190","Korch, Morten."
1841,"54,-211","Goethe, Johann Wolfgang von."
1823,"59,-32","Grimm, Jacob."
1873,"5,-5","Hansen, P."
1867,"4,-112","Gerhard, Johan."
1863-1864,"40:2,-196","Mørk Hansen, M."
1894,"4,-219","Brandt, C. J."
1881,"34,4-270","Nyrop, C."
1880,"20,-339","Christensen, Chr."
1896,"23,-64","Hørlück, R."
1889,"19,-23","Miller, R. Kalley."
1888,"20,-396","Petersen, Emil."
1898,"20,-338","Christensen, Chr."
1888,"20,-353","Feilberg, Chr."
1879,"20,-338","Christensen, Chr."
1847,"19,-125","Andresen, Andr. Dan."
1895,"23,-64","Nielsen, Niels P."
1833,"22,-168","Forchhammer, Joh. Georg."
1893,"55,-88","Hauch, C."
1897-1902,"47,-382","Kalisch, Carl."
1860,"47,-229","Levin, I."
1874,"34:2,-31","Lütken, Carl Theod."
1839,"1,-511","Kalkar, Chr. H."
1888,"20,-115","Madsen, C. L."
1871,"57,-373as",Mattis.
1897,Særtrykssamlingen,"le Maire, M."
1867,"18,-131","Raben, N. C."
1787,"34:3,-69","Janson, Hector Frederik."
1862,"46,-231","Wolff, Abr. Alex."
1857,"46,-200","Wolff, A. A."
1857,"43,-125","Wolff, A. A."
1671,"46,-58","Hansen, Søren."
1699,"45,-254","Benzon, B."
1792,"46,-101","Lützow, Johan Henrik."
1693,"46,-87","Glud, Søren."
1609,"45,-246","Zeuthen, Jens Lauridsen."
1669,"45,-246","Wandal, Preben."
1781,"46,-62","Suhm, Pet. Fr."
1777,"46,-75","Abildgaard, Pd. Hersleb."
1871,"46,-95","Smith, L."
1864,"6:1,-252","Kofod, Johannes Hilarius."
1898,"47,-113","Hauch, A. G. Ø."
1868,"47,-113","Listov, Chr."
1845,"49,-60","Baden, T."
1896,"20,-115","Henrichsen, O. H."
1878,"18,-349","Klein, Marion J."
1869,"47,-35","Thomsen, C."
1854,"47,-133","Kann, Charles."
1874,"47,-408","Schaarup, Nicolaus Jacob."
1856,"34:1,-447","Lehmann, W. O. W."
1865,"47,-53","Pio, Jean."
1840,"47,-70","Oppermann, Ludvig."
1845,"47,-407","Høst, Joh. Nik."
1842,"47,-122","Trojel, Christian."
1859-1860,"47,-422","Borring, L. S."
1866,"47,-40","Ingerslev, C. F."
1841,"47,-444","Ingerslev, C. F."
1890,"47,-122","Iversen, C."
1849,"47,-132","Lange, J. C."
1899,"47,-409","Krog, L."
1892,"47,-522","Andersen, Dines."
1812,"29,-75",Damm.
1853,"3,-290","Dirckinck-Holmfeld, C."
1891,"17,-190","Busch, Pt."
1884,"5,-62","Dennett, Edward."
1879,"2,-9","Birkedal, Vilh."
1863,"5,-39","Birkedal, Vilh."
1872,"6:1,-69","Blicher, Povel Høy."
1759,"53,-209","Biering, Christian Henrik."
1747,"55,-184","Paulli, Joachim Richard."
1873,"6:1,-62","Biering, J. B."
1830,"57,-394","Bronikowski, Alex. v."
1857,"3,-157","Birkedal, Schøller Parelius Vilh."
1852,"33,-167","Hübertz, J. R."
1814,"53,-284","Grundtvig, Nik. Fr. Sev."
1787,"6:1,-94","Bruun, J."
1869,"2,-9","Birkedal, Vilh."
1722,"53,-262","Falster, Christian."
1890,"33,-165","Andersen, Edm."
1830,"57,-394","Bronikowski, Alex. v."
1868,"32,-67","Both, L."
1862,"33,-308","Nielsen, O."
1868-69,"33,-49","Wivel, N. P."
1876,"33,-289","Both, L."
1860,"33,-166","Rudalvig, Høgvar."
1899,"33,-289","Hansen, P."
1877,"30:2,-198","Wallace, D. Mackensie."
1860,"30:2,-239","Carstensen, C."
1878,"28,-123","Andersen, H. C."
1862,"30:2,-152","Sørensen, Carl."
1883,"28,-138","Lansdell, Henry."
1877,"30,2-150","Bergsøe, Vilh."
1871,"2,-243","Kalkar, Chr. H."
1664,"30:1,-112","Skov, Hans."
1630,"30:1,-112","Skov, Hans."
1749,"3,-417","Begtrup, Hans Christian Johansen."
1692,"4,-120","Krattman, Herman."
1786,"3,-388","Sandal, Henrik Paulin."
1884,"1,-231","Godet, F."
1891,"1,-507","Godet, F."
1843,"37,-292","Christianson, C."
1848,"37,-377","Coninck, A. L. C. de."
1848,"37,-376","Julin-Fabricius, C."
1851,"37,-439","Walther, Frederik."
1850,"37,-404","Lütken, Johannes Christian."
1823,"47,-172","Høyer, Nicolai Ludvig."
sa,"53,-143","Rasbech, Joh. Pet."
1871,"38,-83","Coninck, A. L. C. de."
1832,"11,-225","Fischer, Anton Frederik."
1875,"38,-90","Olsen, J."
1832,"10,-175","Eschricht, Dan. Fr."
1893,"10,-228","Abrahamsen, H."
1852,"6:1,-206","Hertz, Theodor."
1890,"48,-40",Homer.
1886,"3,-159","Holm, P. A."
1846,"34:4,-48","Haar, C. A."
1886,"57,-261c","Scharling, H."
1880,"57,-408","Franzos, Karl Emil."
1862,"57,-384","Auerbach, Berthold."
1871,"57,-335","Wolle, Emil."
1897,"57,-195","Sørensen, Peter."
1893,"34:4,-84","Laub, Fr."
1838,"57,-400","Deppen, Otto v."
1893,"34:4,-130b","Mortensen, H."
1884,"57,-399","Corsikan, E. F."
1898-99,"57,-397",Carolar.
1867,"57,-285","Thornam, August Wilhelm."
1891,"57,-388","Berger, Wilhelm."
1880,"57,-289","Thyregod, C. A."
1895,"57,-292","Tuxen, Fanny."
1891,"57,-347","Sørensen-Thomaskjær, Chr."
1889,"57,-339","Trier, H."
1897,"57,-308","Winther, Hedevig."
1888,"52,-116","Winterhjelm, Kristian."
1869,"57,-289","Thyregod, C. A."
1899,"57,-292","Tuxen, Fanny."
1891,"57,-320","Østergård, Kristjan."
1859,"57,-297",Wald.
1847,"57,-299","Warburg, Frederikke."
1847,"57,-296",Cosmus.
1896,"57,-321","Østergaard, Vilhelm."
1839,"57,-305","Wildt, Johannes."
1884,"57,-291","Topsøe, V. C. S."
1897,"57,-319","Oehlenschläger, Adam."
1700,"5,-49","Buk, Christen."
1750,"5,-80","Grüning, Jo."
1764,"5,-220","Nativité, Jeanne de la."
1699,"4,-189","Kingo, Thomas."
1757,"5,-136","Mossin, Hans."
1884,"57,-373v","Geijerstam, Gustaf af."
1897,"5,-213","Von, Louis."
1888,"46,-95","Smith, Daniel Peter."
1866,"34:2,-286","Sørensen, H."
1888,"44,-121","Stein, Harald."
1888,"22,-136","Rostrup, E."
1890,"21,-284","Posselt, Henr. J."
1869,"2,-151","Schwarz, Karl."
1869,"5,-327","Rambach, Joh. Jac."
1801,"53,-139","Kristensen, K."
1866,"57,-373","Schwartz, Marie Sophie."
1888,"15,-191","Seehusen, H."
1889,"12,-326","Strøm, Hagb."
1872,"11,-142","Schytz, A. B."
1896,"30:1,-67","Sand, Fr."
1860,"24,-124","Segelcke, Th."
1859,"30:2,-225","Schiern, Frederik."
1884,Særtrykssamlingen,"Schwanenflügel, H."
1806,"59,-121","Brun, Martin."
1787,"43,-104","Fleischer, Esaias."
1890,Særtrykssamlingen,"Mortensen, H."
1817,"13,-224","Møller, F."
1883,"4,-17b","Morris, Walter."
1890,"47,-344","Meyer, M."
1842,"4,-290","Møller, Johan Ludvig."
1888,"3,-281","Mortensen, E."
1840,"1,-285","Møller, R."
1960,"53,-344","Karup, Wilh."
1763,"33,-311","Möller, Jens Giörup."
1881,"28,-105","Nordau, Max."
1854,"13,-100","Eschricht, Dan. Fred."
1802,"57,-532","Sørensen, N. F."
1716,"6:2,-125","Rostok, Mads Pedersøn."
1874,"31,-116","Engelhardt, C."
1874,"3,-9",Magnús Eiríksson.
1869,"13,-101","Finsen, Jón."
1789-1793,"52,-87","Heiberg, P. A."
1898,Særtrykssamlingen,"Elberling, Carl."
1861,"26,-150","Eschricht, Dan. Fred."
1899,"34:3,-218","Forchhammer, Henni."
efter 1875,"47,-244","Espersen, J. Chr. S."
1868,"13,-101","Finsen, Jón."
1845,"34:3,-107","Eschricht, D. F."
1868,"31,-116","Engelhardt, Conrad."
1844,"31,-172","Forchhammer, Joh. Georg."
1863,"3,-74",Magnús Eiríksson.
1883,"2,-135","Farrer, Frederick W."
1874,"47,-281","Geill, H. Chr."
1864,"41:1,-25","Tidemand, Adolf."
1855,Særtrykssamlingen,"Scharling, E. A."
1873,"49,-185","Mehren, A. F."
1885,"3,-426","Matzen, M."
1876,"7,-25","Høyer Møller, Erik."
